Goat_id,Gender,Birth_date,Breed,Cohort_id
,,19:26.7,,
,,19:27.0,,
,,19:52.0,,
,,19:52.3,,
,,20:26.7,,
,,20:27.0,,
,,21:13.8,,
,,21:14.1,,
,,21:50.4,,
,,21:50.7,,
,,22:19.1,,
,,22:19.4,,
,,22:59.4,,
,,22:59.7,,
,,23:49.8,,
,,23:50.1,,
,,24:32.7,,
,,24:32.9,,
,,24:49.5,,
,,24:49.8,,
,,26:08.9,,
,,26:09.1,,
,,26:30.3,,
,,26:30.7,,
,,28:29.2,,
,,28:29.4,,
,,29:09.8,,
,,29:10.1,,
,,29:36.7,,
,,29:37.0,,
,,30:00.9,,
,,30:01.2,,
,,30:51.8,,
,,30:52.2,,
,,31:27.1,,
,,31:27.4,,
,,32:04.1,,
,,32:04.5,,
,,35:35.0,,
,,35:35.3,,
,,36:55.5,,
,,36:55.8,,
,,37:58.0,,
,,39:32.6,,
,,39:33.0,,
,,40:02.4,,
,,40:02.6,,
,,40:35.7,,
,,40:36.0,,
,,41:26.0,,
,,41:26.3,,
,,42:13.0,,
,,42:13.4,,
,,42:55.0,,
,,42:55.2,,
,,43:44.5,,
,,43:44.8,,
,,44:46.1,,
,,44:46.4,,
,,45:08.7,,
,,45:09.1,,
,,46:02.7,,
,,46:03.0,,
,,46:38.4,,
,,46:38.7,,
,,47:20.8,,
,,47:21.1,,
,,47:57.0,,
,,47:57.3,,
,,48:38.2,,
,,48:38.5,,
,,51:59.9,,
,,52:00.2,,
,,54:13.3,,
,,54:13.7,,
,,54:37.1,,
,,54:37.5,,
,,55:04.2,,
,,55:04.5,,
,,56:29.4,,
,,56:29.7,,
,,57:13.2,,
,,57:13.5,,
,,57:41.4,,
,,57:41.6,,
,,58:16.2,,
,,58:16.5,,
,,58:47.8,,
,,58:48.1,,
,,59:31.7,,
,,59:32.0,,
,,00:05.7,,
,,00:06.0,,
,,00:40.2,,
,,00:40.5,,
,,01:04.6,,
,,01:04.9,,
,,02:09.8,,
,,02:10.1,,
,,02:34.8,,
,,02:35.1,,
,,03:01.0,,
,,03:01.3,,
,,03:31.9,,
,,03:32.1,,
,,05:00.2,,
,,05:51.2,,
,,07:03.7,,
,,07:04.0,,
,,07:46.2,,
,,07:46.5,,
,,08:12.3,,
,,08:12.6,,
,,08:45.7,,
,,08:46.0,,
,,09:09.5,,
,,09:09.8,,
,,09:45.0,,
,,09:45.3,,
,,10:25.5,,
,,10:25.8,,
,,48:44.3,,
,,48:44.6,,
,,49:31.8,,
,,49:32.1,,
,,50:38.5,,
,,50:39.0,,
,,51:59.1,,
,,51:59.3,,
,,52:39.0,,
,,52:39.3,,
,,53:43.2,,
,,53:43.5,,
,,54:19.4,,
,,54:19.7,,
,,54:53.0,,
,,54:53.5,,
,,55:32.4,,
,,55:32.8,,
,,56:15.2,,
,,56:15.4,,
,,56:49.5,,
,,56:49.8,,
,,57:49.8,,
,,57:50.0,,
,,58:40.4,,
,,58:40.7,,
,,59:37.4,,
,,59:37.8,,
,,59:58.1,,
,,59:58.4,,
,,00:34.7,,
,,00:34.9,,
,,01:17.6,,
,,01:17.9,,
,,01:39.1,,
,,01:39.4,,
,,02:53.7,,
,,02:54.0,,
,,03:23.1,,
,,03:23.3,,
,,03:53.7,,
,,03:54.0,,
,,05:01.3,,
,,05:01.6,,
,,07:27.1,,
,,07:27.5,,
,,09:00.0,,
,,09:00.2,,
,,09:27.0,,
,,09:27.3,,
,,10:12.4,,
,,10:12.7,,
,,10:36.3,,
,,10:36.6,,
,,11:38.9,,
,,11:39.1,,
,,12:11.9,,
,,12:12.3,,
,,12:39.8,,
,,12:40.2,,
,,13:05.9,,
,,13:06.1,,
,,13:35.3,,
,,13:35.6,,
,,14:07.4,,
,,14:07.7,,
,,14:36.8,,
,,14:37.2,,
,,15:08.2,,
,,15:08.5,,
,,15:30.7,,
,,15:31.0,,
,,16:03.5,,
,,16:03.8,,
,,16:30.1,,
,,16:30.3,,
,,16:57.6,,
,,16:58.0,,
,,17:43.2,,
,,17:43.5,,
,,18:09.8,,
,,18:10.2,,
,,18:38.3,,
,,18:38.6,,
,,19:05.2,,
,,19:05.5,,
,,19:29.8,,
,,19:30.1,,
,,20:34.0,,
,,20:34.3,,
,,21:05.2,,
,,21:05.4,,
,,21:43.7,,
,,21:44.2,,
,,23:16.7,,
,,23:17.1,,
,,24:06.0,,
,,24:06.3,,
,,24:53.0,,
,,24:53.3,,
,,25:15.5,,
,,25:15.8,,
,,25:51.3,,
,,25:51.6,,
,,26:10.4,,
,,26:10.8,,
,,26:55.9,,
,,26:56.2,,
,,27:18.2,,
,,27:18.5,,
,,27:44.8,,
,,27:45.1,,
,,28:08.8,,
,,28:09.3,,
,,28:34.3,,
,,28:34.6,,
,,28:56.8,,
,,28:57.0,,
,,29:29.4,,
,,29:29.7,,
,,30:03.0,,
,,30:03.3,,
,,30:52.7,,
,,30:53.0,,
,,31:20.2,,
,,31:20.5,,
,,31:40.8,,
,,31:41.1,,
,,32:11.2,,
,,32:11.5,,
,,32:34.6,,
,,32:34.9,,
,,33:01.6,,
,,33:01.9,,
,,33:30.5,,
,,33:30.7,,
,,33:54.0,,
,,33:54.3,,
,,37:00.0,,
,,37:00.3,,
,,37:28.4,,
,,37:28.7,,
,,38:30.5,,
,,38:30.8,,
,,39:00.2,,
,,39:00.5,,
,,39:27.3,,
,,39:27.6,,
,,39:54.4,,
,,39:54.7,,
,,40:18.4,,
,,40:18.7,,
,,41:05.4,,
,,41:05.7,,
,,41:32.3,,
,,41:32.5,,
,,42:03.2,,
,,42:03.6,,
,,42:36.1,,
,,42:36.4,,
,,43:11.0,,
,,43:11.3,,
,,44:35.0,,
,,44:35.2,,
,,44:52.5,,
,,44:52.8,,
,,47:19.4,,
,,47:19.7,,
,,48:57.5,,
,,48:57.8,,
,,49:09.7,,
,,49:09.9,,
,,50:28.7,,
,,50:29.0,,
,,51:21.5,,
,,51:21.8,,
,,51:58.5,,
,,51:58.7,,
,,52:27.1,,
,,52:27.4,,
,,53:09.0,,
,,53:09.2,,
,,53:36.6,,
,,53:37.0,,
,,54:04.7,,
,,54:05.0,,
,,54:26.8,,
,,54:27.1,,
,,55:17.1,,
,,55:17.4,,
,,55:52.8,,
,,55:53.1,,
,,56:20.4,,
,,56:20.7,,
,,56:49.1,,
,,56:49.4,,
,,57:12.1,,
,,57:12.4,,
,,57:42.4,,
,,57:42.8,,
,,58:19.9,,
,,58:20.2,,
,,59:02.7,,
,,59:03.0,,
,,59:31.6,,
,,59:31.8,,
,,00:25.1,,
,,00:25.4,,
,,00:52.0,,
,,00:52.3,,
,,01:43.3,,
,,01:43.6,,
,,02:13.4,,
,,02:13.7,,
,,03:09.1,,
,,03:09.4,,
,,03:37.6,,
,,03:37.9,,
,,03:56.7,,
,,03:57.3,,
,,04:55.3,,
,,04:55.5,,
,,05:34.4,,
,,05:34.7,,
,,05:58.3,,
,,05:58.5,,
,,06:30.8,,
,,06:31.1,,
,,06:55.7,,
,,06:56.0,,
,,07:19.4,,
,,07:19.7,,
,,08:27.6,,
,,08:27.9,,
,,10:02.0,,
,,10:02.3,,
,,10:23.9,,
,,10:24.2,,
,,10:52.0,,
,,10:52.3,,
,,11:15.8,,
,,11:16.1,,
,,12:03.3,,
,,12:03.6,,
,,13:45.0,,
,,14:38.0,,
,,14:38.5,,
,,15:01.9,,
,,15:02.2,,
,,15:52.1,,
,,15:52.4,,
,,16:17.7,,
,,16:18.0,,
,,17:09.4,,
,,17:09.7,,
,,17:29.5,,
,,17:29.9,,
,,18:08.6,,
,,18:08.9,,
,,18:46.1,,
,,18:46.5,,
,,19:42.2,,
,,20:00.4,,
,,20:00.7,,
,,20:37.5,,
,,20:37.8,,
,,21:36.3,,
,,21:36.5,,
,,21:59.8,,
,,22:00.1,,
,,22:28.2,,
,,22:28.5,,
,,23:10.0,,
,,23:10.3,,
,,24:06.1,,
,,24:06.6,,
,,24:41.8,,
,,24:42.0,,
,,24:47.8,,
,,24:48.1,,
,,25:03.8,,
,,25:04.1,,
,,25:27.9,,
,,25:28.1,,
,,30:14.6,,
,,30:15.1,,
,,30:51.6,,
,,30:51.9,,
,,31:19.3,,
,,31:19.6,,
,,31:36.0,,
,,31:36.3,,
,,32:00.9,,
,,32:01.3,,
,,32:48.7,,
,,32:49.0,,
,,33:52.5,,
,,33:52.8,,
,,34:33.6,,
,,34:33.9,,
,,34:57.6,,
,,34:58.0,,
,,35:36.2,,
,,35:36.5,,
,,36:23.0,,
,,36:23.3,,
,,36:49.3,,
,,36:49.6,,
,,37:13.8,,
,,37:14.1,,
,,37:37.8,,
,,37:38.1,,
,,15:14.4,,
,,15:14.7,,
,,15:42.9,,
,,15:43.2,,
,,16:29.1,,
,,16:29.6,,
,,17:23.8,,
,,17:24.0,,
,,17:58.4,,
,,17:58.8,,
,,18:23.0,,
,,18:23.3,,
,,18:50.7,,
,,18:51.0,,
,,19:14.7,,
,,19:15.0,,
,,19:40.3,,
,,19:40.6,,
,,20:08.8,,
,,20:09.1,,
,,20:30.0,,
,,20:30.3,,
,,20:59.7,,
,,21:00.0,,
,,22:15.3,,
,,22:15.6,,
,,23:52.6,,
,,23:52.9,,
,,24:39.2,,
,,29:16.8,,
,,29:17.1,,
,,30:09.2,,
,,30:09.5,,
,,31:09.5,,
,,31:09.8,,
,,32:04.2,,
,,32:04.5,,
,,33:05.2,,
,,33:05.4,,
,,33:45.6,,
,,33:45.9,,
,,34:50.8,,
,,34:51.1,,
,,37:05.3,,
,,37:05.6,,
,,37:51.1,,
,,37:51.4,,
,,38:35.1,,
,,38:35.4,,
,,40:15.6,,
,,40:15.9,,
,,40:55.1,,
,,40:55.4,,
,,41:58.0,,
,,41:58.3,,
,,42:09.1,,
,,42:09.5,,
,,42:45.4,,
,,42:45.6,,
,,43:38.2,,
,,43:38.5,,
,,44:08.9,,
,,44:09.3,,
,,44:38.1,,
,,44:38.4,,
,,45:03.6,,
,,45:03.9,,
,,45:28.6,,
,,45:28.9,,
,,45:56.2,,
,,45:56.5,,
,,49:57.9,,
,,49:58.2,,
,,50:32.1,,
,,50:32.4,,
,,51:23.9,,
,,51:24.2,,
,,51:50.9,,
,,51:51.2,,
,,52:22.2,,
,,52:22.5,,
,,53:04.2,,
,,53:04.5,,
,,53:29.8,,
,,53:30.0,,
,,54:02.9,,
,,54:03.3,,
,,54:47.0,,
,,54:47.3,,
,,55:26.0,,
,,55:26.3,,
,,55:50.4,,
,,55:50.9,,
,,59:17.9,,
,,59:18.2,,
,,59:50.1,,
,,59:50.4,,
,,00:27.0,,
,,01:01.0,,
,,01:01.5,,
,,01:29.2,,
,,01:29.5,,
,,02:06.0,,
,,02:06.4,,
,,02:56.1,,
,,02:56.4,,
,,03:25.7,,
,,03:26.0,,
,,03:54.5,,
,,03:54.9,,
,,04:23.6,,
,,04:23.9,,
,,05:07.2,,
,,05:07.5,,
,,05:34.8,,
,,05:35.1,,
,,06:01.1,,
,,06:01.4,,
,,07:10.5,,
,,07:10.7,,
,,07:48.4,,
,,07:48.7,,
,,08:18.7,,
,,08:19.0,,
,,08:42.4,,
,,08:42.8,,
,,09:10.3,,
,,09:10.5,,
,,09:44.4,,
,,09:44.7,,
,,11:42.5,,
,,11:42.8,,
,,12:13.2,,
,,12:13.5,,
,,12:51.4,,
,,12:51.7,,
,,13:32.9,,
,,13:33.3,,
,,14:11.0,,
,,14:11.3,,
,,15:08.0,,
,,15:08.3,,
,,15:59.0,,
,,15:59.2,,
,,16:41.6,,
,,16:41.9,,
,,17:23.7,,
,,17:24.0,,
,,18:03.1,,
,,18:03.3,,
,,18:28.8,,
,,18:29.1,,
,,18:55.1,,
,,18:55.4,,
,,19:17.1,,
,,19:17.5,,
,,19:43.3,,
,,19:43.6,,
,,20:25.3,,
,,20:25.7,,
,,21:18.1,,
,,21:18.5,,
,,21:41.2,,
,,21:41.5,,
,,22:10.4,,
,,22:10.6,,
,,22:37.4,,
,,22:37.7,,
,,23:09.0,,
,,23:09.3,,
,,23:38.4,,
,,23:38.7,,
,,24:04.4,,
,,24:04.7,,
,,24:29.9,,
,,24:30.3,,
,,24:51.0,,
,,24:51.3,,
,,25:16.7,,
,,25:17.1,,
,,25:46.0,,
,,25:46.3,,
,,26:32.6,,
,,26:32.9,,
,,27:12.1,,
,,27:12.4,,
,,27:35.7,,
,,27:36.0,,
,,28:04.7,,
,,28:05.0,,
,,28:27.6,,
,,28:28.0,,
,,28:57.1,,
,,28:57.4,,
,,29:21.6,,
,,29:21.9,,
,,29:42.4,,
,,29:42.7,,
,,30:22.7,,
,,30:23.0,,
,,30:53.1,,
,,30:53.3,,
,,31:02.0,,
,,31:02.5,,
,,31:22.0,,
,,31:22.3,,
,,31:48.2,,
,,31:48.5,,
,,32:44.8,,
,,32:45.1,,
,,33:13.3,,
,,33:13.6,,
,,34:32.8,,
,,34:33.1,,
,,34:52.2,,
,,34:52.4,,
,,35:18.0,,
,,35:18.3,,
,,35:49.2,,
,,35:49.5,,
,,36:23.1,,
,,36:23.4,,
,,36:56.6,,
,,36:56.8,,
,,37:31.6,,
,,37:31.9,,
,,38:09.3,,
,,38:09.6,,
,,38:28.5,,
,,38:28.8,,
,,39:03.1,,
,,39:03.6,,
,,40:09.7,,
,,40:10.0,,
,,40:44.4,,
,,40:44.7,,
,,41:07.7,,
,,41:08.0,,
,,41:36.7,,
,,41:37.0,,
,,42:00.5,,
,,42:00.7,,
,,42:36.1,,
,,42:36.4,,
,,43:12.0,,
,,43:12.3,,
,,43:36.9,,
,,43:37.3,,
,,44:07.2,,
,,44:07.5,,
,,44:28.4,,
,,44:28.7,,
,,45:24.5,,
,,45:24.7,,
,,45:45.7,,
,,45:46.0,,
,,46:06.4,,
,,46:06.7,,
,,46:35.8,,
,,46:36.0,,
,,48:01.6,,
,,48:01.8,,
,,48:32.0,,
,,48:32.3,,
,,50:02.3,,
,,50:02.6,,
,,50:40.6,,
,,50:40.9,,
,,51:05.9,,
,,51:06.2,,
,,51:36.0,,
,,51:36.3,,
,,58:03.6,,
,,58:04.0,,
,,58:47.0,,
,,58:47.2,,
,,59:17.7,,
,,59:18.0,,
,,59:44.6,,
,,59:44.9,,
,,00:32.8,,
,,00:33.1,,
,,01:04.6,,
,,01:04.8,,
,,01:36.6,,
,,01:36.9,,
,,01:58.9,,
,,01:59.2,,
,,02:26.4,,
,,02:26.7,,
,,03:11.7,,
,,03:12.0,,
,,03:37.3,,
,,03:37.6,,
,,04:02.9,,
,,04:03.4,,
,,04:22.6,,
,,04:22.9,,
,,04:48.9,,
,,04:49.2,,
,,05:07.8,,
,,05:08.1,,
,,05:39.1,,
,,05:39.4,,
,,05:58.1,,
,,05:58.4,,
,,06:28.6,,
,,06:28.9,,
,,06:57.0,,
,,06:57.3,,
,,07:34.9,,
,,07:35.2,,
,,08:08.5,,
,,08:08.8,,
,,08:29.4,,
,,08:29.7,,
,,08:59.9,,
,,09:00.1,,
,,09:21.1,,
,,09:21.4,,
,,09:50.0,,
,,09:50.3,,
,,10:14.7,,
,,10:15.1,,
,,10:46.1,,
,,10:46.4,,
,,11:17.5,,
,,11:17.8,,
,,11:44.4,,
,,11:44.8,,
,,12:24.7,,
,,12:25.0,,
,,12:55.6,,
,,12:55.9,,
,,13:27.8,,
,,13:28.1,,
,,13:52.8,,
,,13:53.1,,
,,14:21.7,,
,,14:22.0,,
,,14:55.3,,
,,14:55.6,,
,,15:23.0,,
,,15:23.2,,
,,15:58.9,,
,,15:59.2,,
,,16:25.0,,
,,16:25.4,,
,,16:51.1,,
,,16:51.4,,
,,17:22.1,,
,,17:22.4,,
,,17:46.3,,
,,17:46.7,,
,,18:16.6,,
,,18:16.9,,
,,18:39.1,,
,,18:39.3,,
,,19:04.0,,
,,19:04.2,,
,,19:26.0,,
,,19:26.3,,
,,19:57.0,,
,,19:57.3,,
,,20:36.2,,
,,20:36.7,,
,,20:58.8,,
,,20:59.0,,
,,21:18.5,,
,,21:18.7,,
,,21:53.0,,
,,21:53.2,,
,,22:29.7,,
,,22:30.0,,
,,23:00.9,,
,,23:01.2,,
,,23:32.0,,
,,23:32.3,,
,,23:50.9,,
,,23:51.2,,
,,24:15.9,,
,,24:16.2,,
,,24:49.4,,
,,24:49.7,,
,,25:13.3,,
,,25:13.6,,
,,25:48.3,,
,,25:48.6,,
,,26:30.0,,
,,26:30.2,,
,,27:21.6,,
,,27:21.9,,
,,28:17.8,,
,,28:18.1,,
,,28:54.3,,
,,28:54.6,,
,,29:30.1,,
,,29:30.4,,
,,30:40.2,,
,,30:40.5,,
,,31:12.5,,
,,31:12.8,,
,,31:37.0,,
,,31:37.3,,
,,32:01.1,,
,,32:01.3,,
,,32:57.8,,
,,32:58.1,,
,,33:29.3,,
,,33:29.6,,
,,33:57.2,,
,,33:57.4,,
,,34:25.8,,
,,34:26.1,,
,,35:44.7,,
,,35:45.0,,
,,36:11.6,,
,,36:11.9,,
,,36:48.6,,
,,36:49.0,,
,,37:28.6,,
,,37:28.9,,
,,38:35.4,,
,,38:35.7,,
,,39:17.2,,
,,39:17.5,,
,,39:37.7,,
,,39:38.0,,
,,40:11.8,,
,,40:12.1,,
,,40:33.6,,
,,40:34.0,,
,,41:09.6,,
,,41:09.9,,
,,42:02.6,,
,,42:02.9,,
,,42:24.2,,
,,42:24.5,,
,,43:09.2,,
,,43:09.4,,
,,43:28.4,,
,,43:28.8,,
,,43:54.3,,
,,43:54.6,,
,,44:22.1,,
,,44:22.4,,
,,44:41.5,,
,,44:41.8,,
,,45:18.8,,
,,45:19.2,,
,,45:51.4,,
,,45:51.7,,
,,46:23.6,,
,,46:23.8,,
,,46:48.8,,
,,46:49.1,,
,,47:26.9,,
,,47:27.2,,
,,47:48.6,,
,,47:48.9,,
,,48:21.0,,
,,48:21.3,,
,,48:58.8,,
,,48:59.1,,
,,49:21.7,,
,,49:22.0,,
,,50:01.5,,
,,50:01.9,,
,,51:23.0,,
,,51:23.3,,
,,51:46.8,,
,,51:47.2,,
,,52:15.1,,
,,52:15.4,,
,,52:42.5,,
,,52:42.8,,
,,53:03.1,,
,,53:03.4,,
,,53:31.2,,
,,53:31.5,,
,,53:55.6,,
,,53:56.0,,
,,54:29.2,,
,,54:29.5,,
,,55:03.6,,
,,55:03.9,,
,,55:25.5,,
,,55:25.8,,
,,55:56.1,,
,,55:56.4,,
,,56:26.7,,
,,56:27.1,,
,,56:46.4,,
,,56:46.7,,
,,57:19.9,,
,,57:20.1,,
,,57:58.0,,
,,57:58.3,,
,,58:19.1,,
,,58:19.4,,
,,58:53.6,,
,,58:53.9,,
,,59:39.8,,
,,59:40.1,,
,,01:19.2,,
,,01:19.4,,
,,01:34.9,,
,,01:35.2,,
,,02:34.5,,
,,02:34.8,,
,,02:59.9,,
,,03:00.2,,
,,03:23.6,,
,,03:24.0,,
,,07:34.9,,
,,07:35.3,,
,,08:05.0,,
,,08:05.3,,
,,09:42.0,,
,,09:42.2,,
,,10:31.2,,
,,10:31.5,,
,,10:40.0,,
,,34:54.8,,
,,34:55.1,,
,,36:11.5,,
,,36:32.9,,
,,36:33.1,,
,,39:27.1,,
,,39:27.4,,
,,41:19.3,,
,,41:19.6,,
,,43:14.9,,
,,43:15.2,,
,,46:02.1,,
,,46:02.4,,
,,47:10.8,,
,,47:11.0,,
,,49:42.4,,
,,49:42.6,,
,,50:36.3,,
,,52:12.4,,
,,52:12.7,,
,,53:47.2,,
,,53:47.4,,
,,55:28.6,,
,,55:28.9,,
,,55:37.8,,
,,56:13.9,,
,,56:14.2,,
,,57:21.1,,
,,57:21.4,,
,,58:07.8,,
,,59:21.2,,
,,59:21.5,,
,,00:27.5,,
,,00:27.7,,
,,00:35.9,,
,,02:16.9,,
,,02:17.2,,
,,05:04.7,,
,,05:05.0,,
,,07:28.8,,
,,07:29.1,,
,,08:08.8,,
,,08:16.8,,
,,08:17.2,,
,,10:07.3,,
,,10:07.6,,
,,10:35.9,,
,,10:41.2,,
,,10:41.6,,
,,10:49.4,,
,,11:37.0,,
,,11:37.2,,
,,11:49.7,,
,,12:25.7,,
,,12:26.1,,
,,13:10.8,,
,,13:11.1,,
,,14:45.9,,
,,14:57.0,,
,,14:57.3,,
,,15:18.6,,
,,15:18.9,,
,,15:25.3,,
,,15:50.9,,
,,16:22.9,,
,,16:33.1,,
,,16:33.4,,
,,18:05.9,,
,,18:06.1,,
,,19:08.6,,
,,20:39.4,,
,,20:39.6,,
,,21:26.8,,
,,21:35.7,,
,,21:36.0,,
,,22:15.6,,
,,22:44.3,,
,,22:44.5,,
,,23:49.1,,
,,24:15.3,,
,,24:15.6,,
,,25:39.4,,
,,26:59.1,,
,,28:30.1,,
,,29:31.2,,
,,32:04.9,,
,,32:05.2,,
,,32:33.7,,
,,33:09.5,,
,,33:09.8,,
,,35:15.3,,
,,35:49.3,,
,,36:21.6,,
,,36:44.8,,
,,36:45.1,,
,,38:23.1,,
,,38:47.6,,
,,38:47.9,,
,,40:10.2,,
,,40:10.5,,
,,40:17.6,,
,,26:13.5,,
,,26:13.9,,
,,52:50.0,,
,,26:18.7,,
,,58:48.1,,
,,58:49.1,,
,,58:50.1,,
,,58:51.1,,
,,58:52.1,,
,,58:53.1,,
,,58:54.1,,
,,58:55.1,,
,,58:56.1,,
,,58:57.1,,
,,58:58.1,,
,,58:59.1,,
,,59:00.1,,
,,59:01.1,,
,,59:02.1,,
,,59:03.1,,
,,59:04.1,,
,,59:05.1,,
,,59:06.1,,
,,23:08.1,,
,,03:22.3,,
,,05:22.4,,
,,11:08.7,,
,,15:28.5,,
,,19:26.3,,
,,21:20.0,,
,,27:18.6,,
,,31:04.7,,
,,37:06.5,,
,,39:15.0,,
,,42:15.1,,
,,26:38.1,,
,,27:21.0,,
,,30:21.9,,
,,31:02.8,,
,,31:31.3,,
,,31:45.3,,
,,32:08.6,,
,,32:44.6,,
,,33:30.1,,
,,34:07.4,,
,,35:31.1,,
,,36:22.8,,
,,39:36.6,,
,,34:25.2,,
,,35:54.4,,
,,40:30.5,,
,,45:26.4,,
,,55:15.2,,
,,56:36.0,,
,,01:49.4,,
,,03:17.3,,
,,11:46.4,,
,,13:42.4,,
,,15:17.4,,
,,28:33.3,,
,,31:16.4,,
,,55:16.1,,
,,55:36.3,,
,,55:36.7,,
,,57:38.3,,
,,03:23.4,,
,,22:32.1,,
,,24:46.6,,
,,28:17.7,,
,,29:29.0,,
,,35:41.0,,
,,36:42.2,,
,,45:54.0,,
,,49:28.2,,
,,50:35.3,,
,,53:51.9,,
,,55:15.6,,
,,59:46.4,,
,,00:47.2,,
,,00:47.5,,
,,17:27.8,,
,,20:54.0,,
,,26:40.7,,
,,30:37.8,,
,,31:57.6,,
,,35:34.8,,
,,36:52.2,,
,,43:35.3,,
,,43:48.2,,
,,43:48.5,,
,,45:46.2,,
,,11:33.2,,
,,12:41.1,,
,,18:42.5,,
,,21:37.3,,
,,24:11.2,,
,,26:22.0,,
,,30:49.1,,
,,31:48.0,,
,,33:19.3,,
,,38:56.0,,
,,40:10.5,,
,,45:32.5,,
,,46:43.5,,
,,51:12.0,,
,,52:09.5,,
,,54:57.5,,
,,01:05.0,,
,,05:34.5,,
,,05:58.3,,
,,10:05.6,,
,,11:31.1,,
,,16:34.8,,
,,18:36.3,,
,,17:32.9,,
,,29:47.2,,
,,31:58.8,,
,,37:45.1,,
,,38:59.0,,
,,41:26.4,,
,,45:55.4,,
,,47:01.6,,
,,49:16.9,,
,,49:27.3,,
,,49:27.6,,
,,56:06.5,,
,,57:12.6,,
,,00:05.1,,
,,02:39.8,,
,,06:50.7,,
,,08:24.2,,
,,12:42.9,,
,,21:04.8,,
,,22:26.6,,
,,26:50.1,,
,,28:14.3,,
,,32:00.9,,
,,35:51.1,,
,,35:51.3,,
,,38:39.6,,
,,44:12.1,,
,,46:28.8,,
,,47:31.3,,
,,06:29.0,,
,,08:09.3,,
,,10:56.3,,
,,15:11.7,,
,,20:35.4,,
,,21:45.8,,
,,23:36.8,,
,,24:45.7,,
,,27:11.6,,
,,29:05.8,,
,,31:42.9,,
,,32:38.0,,
,,34:57.0,,
,,35:55.3,,
,,40:58.2,,
,,41:49.8,,
,,44:22.2,,
,,45:07.1,,
,,49:09.9,,
,,50:09.4,,
,,54:19.0,,
,,55:31.3,,
,,58:11.9,,
,,58:58.3,,
,,01:43.6,,
,,02:44.7,,
,,05:26.3,,
,,09:55.5,,
,,10:51.8,,
,,14:39.2,,
,,15:36.1,,
,,17:03.2,,
,,19:57.3,,
,,20:53.5,,
,,23:25.1,,
,,25:56.4,,
,,27:01.1,,
,,31:07.3,,
,,32:40.0,,
,,39:22.5,,
,,43:42.8,,
,,43:43.1,,
,,46:24.6,,
,,47:52.9,,
,,49:08.3,,
,,51:51.0,,
,,54:12.2,,
,,55:12.4,,
,,59:53.7,,
,,02:46.2,,
,,04:10.2,,
,,09:49.0,,
,,40:55.6,,
,,44:33.5,,
,,46:15.1,,
,,54:17.4,,
,,55:25.2,,
,,00:16.5,,
,,01:14.8,,
,,05:45.1,,
,,08:21.9,,
,,13:07.7,,
,,14:16.6,,
,,20:42.8,,
,,25:09.4,,
,,26:06.1,,
,,32:19.7,,
,,33:21.6,,
,,37:34.0,,
,,38:25.4,,
,,41:52.5,,
,,42:43.0,,
,,46:20.2,,
,,48:18.4,,
,,56:42.2,,
,,57:44.9,,
,,02:02.3,,
,,08:28.1,,
,,09:49.4,,
,,12:02.0,,
,,13:13.5,,
,,16:14.3,,
,,16:14.5,,
,,17:40.8,,
,,18:42.8,,
,,24:50.0,,
,,25:40.7,,
,,29:51.5,,
,,33:54.1,,
,,34:43.1,,
,,39:04.6,,
,,43:28.6,,
,,44:36.8,,
,,48:09.1,,
,,55:25.4,,
,,58:32.5,,
,,59:30.9,,
,,15:26.5,,
,,16:35.2,,
,,20:56.2,,
,,21:55.6,,
,,26:19.3,,
,,27:09.1,,
,,30:43.1,,
,,31:33.3,,
,,36:19.9,,
,,39:20.5,,
,,40:10.5,,
,,44:11.0,,
,,45:16.4,,
,,52:26.5,,
,,53:18.7,,
,,56:27.1,,
,,01:40.7,,
,,02:53.6,,
,,02:53.8,,
,,07:31.9,,
,,09:13.3,,
,,25:44.7,,
,,28:09.2,,
,,29:29.7,,
,,31:49.4,,
,,32:30.8,,
,,34:24.4,,
,,36:43.9,,
,,40:55.9,,
,,42:36.2,,
,,46:50.8,,
,,47:44.2,,
,,50:47.9,,
,,51:51.9,,
,,56:02.6,,
,,00:39.2,,
,,03:15.0,,
,,09:44.1,,
,,11:00.8,,
,,13:20.1,,
,,16:13.9,,
,,18:06.6,,
,,19:44.7,,
,,22:49.3,,
,,24:14.4,,
,,26:47.9,,
,,27:44.1,,
,,29:50.3,,
,,30:50.0,,
,,32:37.8,,
,,33:37.7,,
,,39:58.9,,
,,41:02.7,,
,,45:18.3,,
,,02:52.2,,
,,04:42.1,,
,,08:22.2,,
,,09:03.2,,
,,12:11.1,,
,,17:01.7,,
,,18:11.3,,
,,21:16.1,,
,,22:31.5,,
,,25:37.9,,
,,26:25.6,,
,,20:06.0,,
,,20:06.3,,
,,46:24.0,,
,,46:24.0,,
,,35:55.6,,
,,35:55.8,,
,,38:02.7,,
,,42:22.6,,
,,43:08.0,,
,,46:20.1,,
,,02:46.4,,
,,05:52.7,,
,,06:34.8,,
,,09:51.0,,
,,09:51.3,,
,,10:32.5,,
,,13:51.8,,
,,14:50.2,,
,,16:57.4,,
,,17:44.8,,
,,21:24.4,,
,,24:31.7,,
,,25:29.7,,
,,29:00.8,,
,,32:11.5,,
,,37:05.1,,
,,38:23.8,,
,,42:14.2,,
,,46:43.8,,
,,48:49.2,,
,,49:08.9,,
,,51:35.2,,
,,52:46.6,,
,,47:43.0,,
,,48:36.2,,
